gpu,memory,core_clock,boost_clock,boost_clock,length,rating,architecture,year,power_consumption,average_price
Radeon R9 295X2,8.0,1018.0,,,305.0,22.29,GCN 2.0,2014,500,
GeForce GT 740,4.0,1085.0,,,153.0,3.84,Kepler,2014,64,
GeForce GT 740,2.0,1006.0,,,165.0,3.84,Kepler,2014,64,
Radeon R7 250,2.0,1000.0,1050.0,1050.0,190.0,2.73,GCN 1.0,2013,65,
Quadro K2000D,2.0,,,,198.0,4.12,Kepler,2013,51,
GeForce GTX 750 Ti,2.0,1046.0,1124.0,1124.0,198.0,10.14,Maxwell,2014,75,
GeForce GTX 750,2.0,1059.0,1137.0,1137.0,175.0,8.69,Maxwell,2014,55,
GeForce GTX 750 Ti,2.0,1124.0,1202.0,1202.0,196.0,10.14,Maxwell,2014,75,
GeForce GTX 780 Ti,3.0,875.0,928.0,928.0,284.0,24.73,Kepler,2013,250,
FirePro V4900,1.0,800.0,,,163.0,2.57,TeraScale 2,2011,75,
FirePro W7000,4.0,950.0,,,242.0,11.05,GCN 1.0,2012,150,
GeForce GTX 760,2.0,980.0,1033.0,1033.0,218.0,12.47,Kepler,2013,170,
GeForce GTX 980,4.0,1279.0,1380.0,1380.0,269.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce GTX 980,4.0,1203.0,1304.0,1304.0,274.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce GTX 980,4.0,1203.0,1304.0,1304.0,280.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce 9500 GT,1.0,550.0,,,,0.43,Tesla,2008,50,
Radeon R9 285,2.0,965.0,,,264.0,17.37,GCN 3.0,2014,190,
Radeon R9 380,2.0,985.0,,,263.0,15.9,GCN 3.0,2015,220,
Radeon R9 Fury,4.0,1000.0,,,305.0,24.86,GCN 3.0,2015,275,30310.0
GeForce GTX 950,2.0,1152.0,1342.0,1342.0,173.0,13.88,Maxwell 2.0,2015,90,
GeForce GTX 980 Ti,6.0,1190.0,1291.0,1291.0,315.0,35.87,Maxwell 2.0,2015,250,
GeForce GTX 750 Ti,2.0,1059.0,1137.0,1137.0,197.0,10.14,Maxwell,2014,75,
GeForce GTX 960,4.0,1165.0,1228.0,1228.0,181.0,15.84,Maxwell 2.0,2015,100,
Radeon R9 380,4.0,1010.0,,,238.0,15.9,GCN 3.0,2015,220,
Radeon R9 380X,4.0,1030.0,,,271.0,16.07,GCN 3.0,2015,250,
GeForce GTX 980 Ti,6.0,1216.0,1317.0,1317.0,287.0,35.87,Maxwell 2.0,2015,250,
GeForce GT 710,2.0,954.0,,,135.0,1.63,Kepler 2.0,2014,19,
GeForce GTX 980 Ti,6.0,1266.0,1367.0,1367.0,295.0,35.87,Maxwell 2.0,2015,250,
GeForce GTX 1080,8.0,1607.0,1733.0,1733.0,268.0,40.44,Pascal,2016,180,56019.25
Radeon RX 470,4.0,926.0,1226.0,1226.0,241.0,21.05,GCN 4.0,2016,120,14974.652173913044
Radeon RX 460,2.0,1090.0,1244.0,1244.0,204.0,10.66,GCN 4.0,2016,75,8020.285714285715
Radeon RX 480,8.0,1120.0,1286.0,1286.0,298.0,22.38,GCN 4.0,2016,150,17570.833333333332
Radeon RX 470,4.0,926.0,1210.0,1210.0,255.0,21.05,GCN 4.0,2016,120,14974.652173913044
Radeon RX 480,4.0,1120.0,1286.0,1286.0,242.0,22.38,GCN 4.0,2016,150,17570.833333333332
Radeon RX 470,8.0,926.0,1270.0,1270.0,242.0,21.05,GCN 4.0,2016,120,14974.652173913044
GeForce GTX 1050,2.0,1430.0,1544.0,1544.0,229.0,13.08,Pascal,2016,60,14607.861111111111
GeForce GTX 1050,2.0,1354.0,1455.0,1455.0,182.0,13.08,Pascal,2016,60,14607.861111111111
GeForce GTX 1080 Ti,11.0,1531.0,1645.0,1645.0,267.0,48.29,Pascal,2017,250,61898.85294117647
GeForce GTX 1080 Ti,11.0,1569.0,1683.0,1683.0,327.0,48.29,Pascal,2017,250,61898.85294117647
Radeon RX 570,4.0,1264.0,1284.0,1284.0,243.0,18.11,GCN 4.0,2017,120,36880.112676056335
GeForce RTX 2070,8.0,1620.0,1815.0,1815.0,290.0,41.94,Turing,2018,175,43462.75
GeForce RTX 2080,8.0,1515.0,1905.0,1905.0,324.0,48.79,Turing,2018,215,72597.38235294117
Radeon VII,16.0,1400.0,1750.0,1750.0,268.0,43.21,GCN 5.1,2019,295,54349.86666666667
GeForce RTX 2070,8.0,1410.0,1620.0,1620.0,174.0,41.94,Turing,2018,175,43462.75
GeForce GTX 1660 Ti,6.0,1500.0,1800.0,1800.0,215.0,33.55,Turing,2019,120,27207.916666666668
GeForce RTX 2060,6.0,1365.0,1680.0,1680.0,265.0,36.76,Turing,2019,160,37083.05882352941
Radeon RX 5700,8.0,1515.0,1750.0,1750.0,281.0,37.42,RDNA 1.0,2019,180,44089.80555555556
GeForce GTX 1050,3.0,1404.0,1569.0,1569.0,167.0,13.08,Pascal,2016,60,14607.861111111111
GeForce GTX 1660,6.0,1530.0,1785.0,1785.0,255.0,30.32,Turing,2019,120,24873.18918918919
GeForce RTX 2080,8.0,1515.0,1740.0,1740.0,267.0,48.79,Turing,2018,215,72597.38235294117
Radeon RX 6900 XT,16.0,1825.0,,,300.0,69.52,RDNA 2.0,2020,300,118242.23809523808
Radeon RX 5700 XT,8.0,1605.0,1925.0,1925.0,315.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce GTX 1630,4.0,1740.0,1830.0,1830.0,213.0,12.98,Turing,2022,75,
GeForce RTX 2080 Ti,11.0,1350.0,1620.0,1620.0,267.0,56.42,Turing,2018,250,93124.89393939394
Radeon RX 6800 XT,16.0,1825.0,2250.0,2250.0,286.0,65.0,RDNA 2.0,2020,300,100541.47368421052
Radeon RX 5500 XT,8.0,1647.0,1845.0,1845.0,240.0,23.72,RDNA 1.0,2019,130,26249.78260869565
GeForce 9400 GT,1.0,,,,,0.44,Tesla,2008,50,
GeForce GTS 250,1.0,675.0,,,241.0,1.54,Tesla,2009,150,
GeForce GT 710,1.0,954.0,,,129.0,1.63,Kepler 2.0,2014,19,
FirePro S7000,4.0,950.0,,,292.0,11.76,GCN 1.0,2012,150,
GeForce GTX 1650 SUPER,4.0,1530.0,1770.0,1770.0,243.0,26.43,Turing,2019,100,21592.88888888889
Radeon HD 5870,1.0,870.0,,,,5.76,TeraScale 2,2009,188,
Radeon HD 6850,1.0,775.0,,,234.0,5.11,TeraScale 2,2010,127,
Radeon HD 4350,0.5,600.0,,,,0.37,TeraScale,2008,20,
Radeon HD 4850,0.5,625.0,,,,2.67,TeraScale,2008,110,
Radeon HD 6870,1.0,900.0,,,,5.75,TeraScale 2,2010,151,
Radeon HD 6670,1.0,810.0,,,167.0,1.88,TeraScale 2,2011,66,
Radeon HD 6670,1.0,820.0,,,,1.88,TeraScale 2,2011,66,
GeForce GTX 560,1.0,900.0,,,238.0,7.17,Fermi 2.0,2011,150,
Radeon HD 6970,2.0,880.0,,,248.0,7.37,TeraScale 3,2010,250,
Radeon HD 4870,0.5,750.0,,,,3.59,TeraScale,2008,150,
GeForce GTX 560 Ti 448,1.25,797.0,,,228.0,8.26,Fermi 2.0,2011,210,
GeForce 210,1.0,475.0,,,169.0,0.31,Tesla 2.0,2009,31,
Radeon HD 7750,1.0,880.0,,,223.0,4.4,GCN 1.0,2012,55,
Radeon HD 7850,2.0,920.0,,,210.0,10.06,GCN 1.0,2012,130,
Radeon HD 7970,3.0,925.0,,,279.0,13.64,GCN 1.0,2011,250,
Radeon HD 7770,1.0,1020.0,,,236.0,5.65,GCN 1.0,2012,80,
GeForce GTX 670,2.0,965.0,,,242.0,13.84,Kepler,2012,170,
GeForce GTX 670,2.0,915.0,,,241.0,13.84,Kepler,2012,170,
GeForce GTX 670,2.0,941.0,,,264.0,13.84,Kepler,2012,170,
GeForce GT 610,0.5,810.0,,,167.0,0.82,Fermi 2.0,2012,29,
GeForce GT 610,2.0,810.0,,,144.0,0.82,Fermi 2.0,2012,29,
GeForce GTX 660 Ti,3.0,980.0,,,241.0,11.49,Kepler,2012,150,
GeForce GTX 660,2.0,980.0,,,254.0,10.42,Kepler,2012,140,
Radeon HD 6450,2.0,650.0,,,167.0,0.51,TeraScale 2,2011,18,
GeForce GTX 650 Ti,2.0,941.0,,,153.0,6.57,Kepler,2012,110,
GeForce GTX 670,4.0,915.0,,,271.0,13.84,Kepler,2012,170,
GeForce GTX 660 Ti,3.0,967.0,,,270.0,11.49,Kepler,2012,150,
GeForce GT 640,2.0,900.0,,,189.0,3.06,Kepler,2012,65,
GeForce GTX 660 Ti,3.0,1006.0,,,210.0,11.49,Kepler,2012,150,
Radeon HD 7950,3.0,810.0,,,292.0,12.39,GCN 1.0,2012,200,
GeForce GTX 760,2.0,1072.0,,,241.0,12.47,Kepler,2013,170,
GeForce GTX 650 Ti,1.0,1032.0,,,248.0,6.57,Kepler,2012,110,
GeForce GTX 760,4.0,993.0,1059.0,1059.0,240.0,12.47,Kepler,2013,170,
Radeon R9 280X,3.0,850.0,1000.0,1000.0,295.0,15.18,GCN 1.0,2013,200,
Radeon R7 260X,2.0,1175.0,,,202.0,8.3,GCN 2.0,2013,115,
Radeon R9 280X,3.0,1100.0,1150.0,1150.0,308.0,15.18,GCN 1.0,2013,200,
GeForce GTX 780 Ti,3.0,954.0,1020.0,1020.0,287.0,24.73,Kepler,2013,250,
Radeon R9 270X,4.0,1030.0,,,260.0,12.68,GCN 1.0,2013,180,
Radeon R7 260X,1.0,1075.0,,,167.0,8.3,GCN 2.0,2013,115,
Radeon R7 260X,2.0,,1000.0,1000.0,198.0,8.3,GCN 2.0,2013,115,
GeForce GTX 770,2.0,1046.0,1085.0,1085.0,,15.38,Kepler,2013,230,
Radeon R9 270,2.0,920.0,945.0,945.0,228.0,11.19,GCN 1.0,2013,150,
GeForce GTX 750 Ti,2.0,1202.0,1281.0,1281.0,182.0,10.14,Maxwell,2014,75,
Radeon R9 270X,4.0,1120.0,,,271.0,12.68,GCN 1.0,2013,180,
Radeon R9 280,3.0,850.0,940.0,940.0,262.0,14.45,GCN 1.0,2014,200,
Radeon R9 280,3.0,827.0,933.0,933.0,295.0,14.45,GCN 1.0,2014,200,
GeForce GTX 750,1.0,1085.0,1163.0,1163.0,166.0,8.69,Maxwell,2014,55,
Radeon R9 290,4.0,1030.0,,,305.0,21.04,GCN 2.0,2013,275,
GeForce GTX 760,2.0,1033.0,1085.0,1085.0,264.0,12.47,Kepler,2013,170,
GeForce GTX 780,6.0,967.0,1020.0,1020.0,267.0,20.82,Kepler,2013,250,
GeForce GTX 750,2.0,1059.0,1137.0,1137.0,248.0,8.69,Maxwell,2014,55,
GeForce GTX 780,6.0,889.0,941.0,941.0,287.0,20.82,Kepler,2013,250,
GeForce GTX 750,2.0,1059.0,1137.0,1137.0,165.0,8.69,Maxwell,2014,55,
GeForce GTX 780 Ti,3.0,1006.0,1072.0,1072.0,297.0,24.73,Kepler,2013,250,
GeForce GTX 750,2.0,1229.0,1320.0,1320.0,229.0,8.69,Maxwell,2014,55,
Radeon R7 260X,2.0,1075.0,,,220.0,8.3,GCN 2.0,2013,115,
Radeon R9 290,4.0,1040.0,,,308.0,21.04,GCN 2.0,2013,275,
GeForce GTX 770,2.0,1085.0,1137.0,1137.0,280.0,15.38,Kepler,2013,230,
GeForce GTX 970,4.0,1152.0,1304.0,1304.0,247.0,25.05,Maxwell 2.0,2014,150,
GeForce GTX 970,4.0,1165.0,1317.0,1317.0,267.0,25.05,Maxwell 2.0,2014,150,
FirePro W8100,8.0,824.0,,,279.0,19.06,GCN 2.0,2014,220,
FirePro V7900,2.0,725.0,,,279.0,5.99,TeraScale 3,2011,150,
GeForce GTX 980,4.0,1304.0,1418.0,1418.0,308.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce GTX 970,4.0,1165.0,,,242.0,25.05,Maxwell 2.0,2014,150,
GeForce GTX 960,2.0,1216.0,1279.0,1279.0,266.0,15.84,Maxwell 2.0,2015,100,
GeForce GTX 960,2.0,1266.0,1329.0,1329.0,208.0,15.84,Maxwell 2.0,2015,100,
GeForce GT 740,2.0,993.0,,,179.0,3.84,Kepler,2014,64,
GeForce GTX 960,2.0,1329.0,1393.0,1393.0,300.0,15.84,Maxwell 2.0,2015,100,
GeForce GT 730,2.0,1006.0,,,141.0,2.16,Fermi,2014,49,
GeForce GTX 960,2.0,1266.0,1329.0,1329.0,271.0,15.84,Maxwell 2.0,2015,100,
Radeon R9 380,2.0,990.0,,,234.0,15.9,GCN 3.0,2015,220,
GeForce GTX 970,4.0,1165.0,1317.0,1317.0,242.0,25.05,Maxwell 2.0,2014,150,
GeForce GTX 960,2.0,1190.0,1279.0,1279.0,181.0,15.84,Maxwell 2.0,2015,100,
GeForce GTX 970,4.0,1101.0,1241.0,1241.0,266.0,25.05,Maxwell 2.0,2014,150,
Radeon R9 390,8.0,1050.0,1100.0,1100.0,277.0,23.14,GCN 2.0,2015,300,20358.28571428572
GeForce GTX 950,2.0,1165.0,1355.0,1355.0,257.0,13.88,Maxwell 2.0,2015,90,
GeForce GTX 980 Ti,6.0,1114.0,1203.0,1203.0,287.0,35.87,Maxwell 2.0,2015,250,
Radeon R9 380,4.0,980.0,,,254.0,15.9,GCN 3.0,2015,220,
GeForce GTX 960,2.0,1228.0,1291.0,1291.0,298.0,15.84,Maxwell 2.0,2015,100,
GeForce GTX 950,2.0,1076.0,1279.0,1279.0,210.0,13.88,Maxwell 2.0,2015,90,
GeForce GTX 1070,8.0,1632.0,1835.0,1835.0,,35.12,Pascal,2016,150,33152.86486486487
Radeon RX 460,2.0,1090.0,1220.0,1220.0,170.0,10.66,GCN 4.0,2016,75,8020.285714285715
Radeon RX 460,4.0,1090.0,1220.0,1220.0,238.0,10.66,GCN 4.0,2016,75,8020.285714285715
Radeon RX 460,4.0,1090.0,1212.0,1212.0,225.0,10.66,GCN 4.0,2016,75,8020.285714285715
Radeon RX 480,8.0,1120.0,1290.0,1290.0,232.0,22.38,GCN 4.0,2016,150,17570.833333333332
Radeon RX 460,4.0,1090.0,1220.0,1220.0,194.0,10.66,GCN 4.0,2016,75,8020.285714285715
GeForce GTX 1070,8.0,1600.0,1800.0,1800.0,,35.12,Pascal,2016,150,33152.86486486487
Radeon R7 350,2.0,925.0,,,163.0,5.6,GCN 1.0,2016,55,
Radeon RX 480,8.0,1120.0,1288.0,1288.0,280.0,22.38,GCN 4.0,2016,150,17570.833333333332
GeForce GTX 1080 Ti,11.0,1480.0,1584.0,1584.0,267.0,48.29,Pascal,2017,250,61898.85294117647
GeForce GT 1030,2.0,1265.0,1518.0,1518.0,159.0,6.38,Pascal,2017,30,
GeForce GTX 1080 Ti,11.0,1518.0,1632.0,1632.0,320.0,48.29,Pascal,2017,250,61898.85294117647
GeForce GTX 750 Ti,2.0,1033.0,1111.0,1111.0,171.0,10.14,Maxwell,2014,75,
GeForce GTX 1080,8.0,1607.0,1847.0,1847.0,277.0,40.44,Pascal,2016,180,56019.25
GeForce GTX 1070 Ti,8.0,1607.0,1683.0,1683.0,330.0,38.18,Pascal,2017,180,34830.5
Radeon RX 570,4.0,1228.0,1331.0,1331.0,216.0,18.11,GCN 4.0,2017,120,36880.112676056335
GeForce GTX 1050,3.0,1417.0,1582.0,1582.0,191.0,13.08,Pascal,2016,60,14607.861111111111
GeForce RTX 2070,8.0,1410.0,1680.0,1680.0,300.0,41.94,Turing,2018,175,43462.75
GeForce RTX 2080,8.0,1515.0,1800.0,1800.0,266.0,48.79,Turing,2018,215,72597.38235294117
GeForce RTX 2080,8.0,1515.0,1860.0,1860.0,291.0,48.79,Turing,2018,215,72597.38235294117
GeForce GTX 1660 Ti,6.0,1500.0,1830.0,1830.0,301.0,33.55,Turing,2019,120,27207.916666666668
GeForce RTX 2080,8.0,1515.0,1710.0,1710.0,266.0,48.79,Turing,2018,215,72597.38235294117
GeForce GTX 1070 Ti,8.0,1607.0,1683.0,1683.0,200.0,38.18,Pascal,2017,180,34830.5
GeForce GTX 1070 Ti,8.0,1607.0,1683.0,1683.0,302.0,38.18,Pascal,2017,180,34830.5
Radeon RX 5700 XT,8.0,1605.0,1755.0,1755.0,272.0,42.89,RDNA 1.0,2019,225,45489.32876712329
Radeon RX 5700 XT,8.0,1680.0,1980.0,1980.0,267.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce RTX 2060,6.0,1365.0,1680.0,1680.0,170.0,36.76,Turing,2019,160,37083.05882352941
GeForce RTX 3090,24.0,1395.0,1740.0,1740.0,304.0,69.44,Ampere,2020,350,156024.11111111112
GeForce RTX 3070,8.0,1500.0,1785.0,1785.0,299.0,58.04,Ampere,2020,220,57456.90140845071
GeForce RTX 3080 Ti,12.0,1365.0,1695.0,1695.0,293.0,70.35,Ampere,2021,350,123265.19047619047
GeForce RTX 3070,8.0,1500.0,1740.0,1740.0,240.0,58.04,Ampere,2020,220,57456.90140845071
GeForce RTX 3070,8.0,1500.0,1725.0,1725.0,240.0,58.04,Ampere,2020,220,57456.90140845071
Radeon RX 580,8.0,1257.0,,,280.0,23.01,GCN 4.0,2017,185,21861.52857142857
Radeon RX 7900 XTX,24.0,1855.0,2499.0,2499.0,287.0,80.65,RDNA 3.0,2022,355,113740.7
GeForce RTX 3060 Ti,8.0,1410.0,1665.0,1665.0,202.0,53.15,Ampere,2020,200,47190.90540540541
Radeon RX 7900 XTX,24.0,1855.0,2499.0,2499.0,320.0,80.65,RDNA 3.0,2022,355,113740.7
NVS 810,4.0,1020.0,,,241.0,3.09,Maxwell,2015,68,
Radeon HD 4670,1.0,750.0,,,,0.99,TeraScale,2008,59,
Radeon HD 5450,1.0,650.0,,,182.0,0.35,TeraScale 2,2010,19,
GeForce GTX 660,2.0,980.0,,,242.0,10.42,Kepler,2012,140,
GeForce GTX 780,3.0,941.0,,,266.0,20.82,Kepler,2013,250,
FirePro S9050,12.0,900.0,,,254.0,12.74,GCN 1.0,2014,225,
GeForce RTX 4070 Ti,12.0,2310.0,2760.0,2760.0,344.0,82.62,Ada Lovelace,2023,285,95199.0447761194
GeForce GTX 275,0.875,,,,,3.6,Tesla 2.0,2009,219,
GeForce GTX 470,1.25,625.0,,,241.0,8.07,Fermi,2010,215,
Radeon HD 5870,2.0,,,,,5.76,TeraScale 2,2009,188,
Radeon HD 5770,1.0,,,,,4.43,TeraScale 2,2009,108,
GeForce GTX 470,1.25,607.0,,,243.0,8.07,Fermi,2010,215,
GeForce GTX 570,1.25,732.0,,,266.0,10.2,Fermi 2.0,2010,219,
GeForce GTX 460,1.0,725.0,,,200.0,5.89,Fermi,2010,160,
Radeon HD 5850,1.0,755.0,,,,5.17,TeraScale 2,2009,151,
Radeon HD 4350,0.25,600.0,,,,0.37,TeraScale,2008,20,
GeForce GTX 470,1.25,607.0,,,,8.07,Fermi,2010,215,
GeForce GTX 560 Ti,1.0,900.0,,,228.0,7.96,Fermi 2.0,2011,160,
GeForce GT 430,1.0,735.0,,,,1.56,Fermi,2010,49,
GeForce GTX 550 Ti,1.0,981.0,,,209.0,4.04,Fermi 2.0,2011,116,
Radeon HD 6450,1.0,625.0,,,,0.51,TeraScale 2,2011,18,
Radeon HD 6970,2.0,940.0,,,,7.37,TeraScale 3,2010,250,
Radeon HD 6750,1.0,700.0,,,220.0,2.72,TeraScale 2,2011,86,
GeForce GTX 560,1.0,850.0,,,228.0,7.17,Fermi 2.0,2011,150,
GeForce GTX 590,3.0,612.0,,,292.0,8.69,Fermi 2.0,2011,365,
GeForce GTX 570,1.25,845.0,,,281.0,10.2,Fermi 2.0,2010,219,
Radeon HD 6870,1.0,,,,,5.75,TeraScale 2,2010,151,
GeForce GTX 460,0.75,700.0,,,,5.89,Fermi,2010,160,
Radeon HD 6950,1.0,850.0,,,270.0,6.76,TeraScale 3,2010,200,
Radeon HD 6670,1.0,800.0,,,210.0,1.88,TeraScale 2,2011,66,
Radeon HD 5550,1.0,550.0,,,267.0,0.98,TeraScale 2,2010,39,
GeForce GTX 470,1.25,625.0,,,228.0,8.07,Fermi,2010,215,
GeForce GT 520,0.5,810.0,,,167.0,0.82,Fermi 2.0,2011,29,
GeForce GTS 450,2.0,783.0,,,146.0,3.42,Fermi,2010,106,
GeForce GTX 550 Ti,1.0,970.0,,,238.0,4.04,Fermi 2.0,2011,116,
GeForce GTX 560 Ti,1.0,822.0,,,236.0,7.96,Fermi 2.0,2011,160,
Radeon HD 7770,1.0,1000.0,,,223.0,5.65,GCN 1.0,2012,80,
GeForce GTX 550 Ti,1.0,900.0,,,209.0,4.04,Fermi 2.0,2011,116,
Radeon HD 5750,1.0,700.0,,,200.0,3.03,TeraScale 2,2009,86,
GeForce GTX 560 Ti,2.0,900.0,,,258.0,7.96,Fermi 2.0,2011,160,
FirePro V3900,1.0,,,,,1.66,TeraScale 2,2012,50,
Radeon HD 7750,1.0,800.0,,,210.0,4.4,GCN 1.0,2012,55,
GeForce GTX 670,2.0,915.0,,,271.0,13.84,Kepler,2012,170,
Radeon HD 6570,1.0,650.0,,,168.0,1.43,TeraScale 2,2011,60,
Radeon HD 7770,1.0,1100.0,,,225.0,5.65,GCN 1.0,2012,80,
GeForce GT 620,2.0,700.0,,,157.0,0.99,Fermi,2012,49,
GeForce GTX 680,4.0,1058.0,,,270.0,14.49,Kepler,2012,195,
GeForce GTX 660 Ti,2.0,915.0,,,264.0,11.49,Kepler,2012,150,
GeForce GTX 660 Ti,2.0,928.0,,,191.0,11.49,Kepler,2012,150,
Radeon HD 7950,3.0,950.0,,,275.0,12.39,GCN 1.0,2012,200,
GeForce GT 620,1.0,700.0,,,,0.99,Fermi,2012,49,
GeForce GTX 660,2.0,980.0,,,234.0,10.42,Kepler,2012,140,
Radeon HD 7850,2.0,860.0,,,197.0,10.06,GCN 1.0,2012,130,
Radeon HD 7990,6.0,925.0,,,314.0,14.47,GCN 1.0,2013,375,
GeForce GT 640,1.0,,,,,3.06,Kepler,2012,65,
GeForce GTX 680,4.0,1006.0,,,299.0,14.49,Kepler,2012,195,
Radeon HD 7870 XT,2.0,925.0,,,266.0,11.62,GCN 1.0,2012,185,
GeForce GTX 670,2.0,980.0,,,271.0,13.84,Kepler,2012,170,
Radeon HD 7850,4.0,1000.0,,,296.0,10.06,GCN 1.0,2012,130,
GeForce GTX 650 Ti Boost,2.0,1033.0,,,234.0,8.74,Kepler,2013,134,
GeForce GTX 650 Ti,2.0,980.0,,,226.0,6.57,Kepler,2012,110,
GeForce GTX 650 Ti Boost,2.0,1006.0,,,219.0,8.74,Kepler,2013,134,
GeForce GTX 780,3.0,863.0,,,274.0,20.82,Kepler,2013,250,
Radeon HD 7970,3.0,950.0,,,280.0,13.64,GCN 1.0,2011,250,
Radeon HD 7850,1.0,860.0,,,207.0,10.06,GCN 1.0,2012,130,
GeForce GTX 770,4.0,1150.0,,,279.0,15.38,Kepler,2013,230,
GeForce GTX 760,2.0,1111.0,1176.0,1176.0,195.0,12.47,Kepler,2013,170,
GeForce GTX 760,2.0,1111.0,1176.0,1176.0,263.0,12.47,Kepler,2013,170,
Radeon R7 250,1.0,1000.0,,,160.0,2.73,GCN 1.0,2013,65,
Radeon R7 260X,2.0,1100.0,1188.0,1188.0,207.0,8.3,GCN 2.0,2013,115,
Radeon R7 240,4.0,730.0,,,144.0,2.33,GCN 1.0,2013,30,
GeForce GTX 770,4.0,1046.0,1085.0,1085.0,292.0,15.38,Kepler,2013,230,
Radeon R9 290,4.0,947.0,,,289.0,21.04,GCN 2.0,2013,275,
GeForce GTX 780,3.0,1017.0,1071.0,1071.0,292.0,20.82,Kepler,2013,250,
Radeon R9 270X,2.0,1000.0,1050.0,1050.0,251.0,12.68,GCN 1.0,2013,180,
GeForce GTX 780 Ti,3.0,1020.0,1085.0,1085.0,266.0,24.73,Kepler,2013,250,
Radeon R7 260X,2.0,1075.0,,,175.0,8.3,GCN 2.0,2013,115,
GeForce GTX 750,1.0,1059.0,1137.0,1137.0,212.0,8.69,Maxwell,2014,55,
GeForce GTX 750 Ti,2.0,1215.0,1294.0,1294.0,,10.14,Maxwell,2014,75,
Radeon R9 280,3.0,950.0,1072.0,1072.0,284.0,14.45,GCN 1.0,2014,200,
Radeon R7 250X,2.0,1000.0,,,177.0,5.9,GCN 1.0,2014,80,
Radeon R5 230,2.0,650.0,,,168.0,0.57,TeraScale 2,2014,19,
GeForce GT 730,1.0,902.0,,,149.0,2.16,Fermi,2014,49,
GeForce GT 720,2.0,797.0,,,136.0,1.6,Kepler 2.0,2014,19,
GeForce GT 720,1.0,797.0,,,145.0,1.6,Kepler 2.0,2014,19,
GeForce GTX 980,4.0,1127.0,1216.0,1216.0,268.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce GTX 980,4.0,1127.0,1216.0,1216.0,267.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce GTX 980,4.0,1126.0,1216.0,1216.0,280.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce GT 730,1.0,902.0,,,175.0,2.16,Fermi,2014,49,
Radeon R9 280X,3.0,1000.0,1100.0,1100.0,296.0,15.18,GCN 1.0,2013,200,
GeForce GTX 960,2.0,1127.0,1178.0,1178.0,257.0,15.84,Maxwell 2.0,2015,100,
GeForce GTX 980,4.0,1228.0,1329.0,1329.0,285.0,28.88,Maxwell 2.0,2014,220,24102.0
GeForce GT 730,1.0,902.0,,,,2.16,Fermi,2014,49,
GeForce 9500 GT,1.0,550.0,,,165.0,0.43,Tesla,2008,50,
Radeon R7 370,2.0,975.0,1015.0,1015.0,194.0,11.7,GCN 1.0,2015,100,
Radeon R7 370,2.0,1050.0,,,228.0,11.7,GCN 1.0,2015,100,
Radeon R9 380,2.0,980.0,,,170.0,15.9,GCN 3.0,2015,220,
Radeon R7 370,4.0,985.0,,,212.0,11.7,GCN 1.0,2015,100,
GeForce GTX 960,2.0,1140.0,1203.0,1203.0,174.0,15.84,Maxwell 2.0,2015,100,
Radeon R9 390X,8.0,1050.0,,,234.0,24.45,GCN 2.0,2015,275,24379.0
Radeon R7 370,2.0,985.0,,,170.0,11.7,GCN 1.0,2015,100,
GeForce GTX 980 Ti,6.0,1216.0,1317.0,1317.0,269.0,35.87,Maxwell 2.0,2015,250,
Radeon R9 Nano,4.0,1000.0,,,153.0,22.06,GCN 3.0,2015,175,
Radeon RX 480,4.0,1120.0,1266.0,1266.0,242.0,22.38,GCN 4.0,2016,150,17570.833333333332
Radeon RX 460,2.0,1090.0,1220.0,1220.0,178.0,10.66,GCN 4.0,2016,75,8020.285714285715
Radeon RX 460,4.0,1090.0,1256.0,1256.0,194.0,10.66,GCN 4.0,2016,75,8020.285714285715
GeForce GTX 1080,8.0,1733.0,1873.0,1873.0,330.0,40.44,Pascal,2016,180,56019.25
GeForce GTX 1080,8.0,1607.0,1911.0,1911.0,279.0,40.44,Pascal,2016,180,56019.25
GeForce GTX 1050,2.0,1366.0,1468.0,1468.0,196.0,13.08,Pascal,2016,60,14607.861111111111
Radeon RX 470,4.0,926.0,1206.0,1206.0,242.0,21.05,GCN 4.0,2016,120,14974.652173913044
Radeon RX 480,8.0,1120.0,1266.0,1266.0,269.0,22.38,GCN 4.0,2016,150,17570.833333333332
GeForce GTX 1050,2.0,1354.0,1493.0,1493.0,229.0,13.08,Pascal,2016,60,14607.861111111111
Radeon RX 460,4.0,1090.0,1220.0,1220.0,170.0,10.66,GCN 4.0,2016,75,8020.285714285715
Radeon RX 580,8.0,1257.0,1366.0,1366.0,276.0,23.01,GCN 4.0,2017,185,21861.52857142857
GeForce GTX 1050,2.0,1345.0,1455.0,1455.0,212.0,13.08,Pascal,2016,60,14607.861111111111
GeForce GTX 1080 Ti,11.0,1569.0,1683.0,1683.0,320.0,48.29,Pascal,2017,250,61898.85294117647
